2026-08-13 17:48:13,126 | INFO | log_code=qwen3_3_moe.py:587 function=main | Arguments | {'model_path': 'master', 'prompt': 'Explain why the sky is blue in one sentence.', 'max_new_tokens': 4, 'device': 'auto', 'dtype': 'auto', 'temperature': 0.0, 'top_k': 0, 'seed': 42, 'trace_layers': '0,last', 'tensor_values': 6, 'router_rows': 4, 'log_top_tokens': 5, 'log_level': 'INFO', 'log_file': 'qwen3_3_moe_trace.log', 'tiny_random': False}
2026-08-13 17:48:17,827 | INFO | log_code=qwen3_3_moe.py:452 function=log_model_layout | Model | parameters=30532122624 layers=48 hidden=2048 attention_heads=32 kv_heads=4 experts=128 top_k=8
2026-08-13 17:48:17,827 | INFO | log_code=qwen3_3_moe.py:463 function=log_model_layout | Device map | {'model.embed_tokens': 0, 'model.layers.0': 'cpu', 'model.layers.1': 'cpu', 'model.layers.2': 'cpu', 'model.layers.3': 'cpu', 'model.layers.4': 'cpu', 'model.layers.5': 'cpu', 'model.layers.6': 'cpu', 'model.layers.7': 'cpu', 'model.layers.8': 'cpu', 'model.layers.9': 'cpu', 'model.layers.10': 'cpu', 'model.layers.11': 'cpu', 'model.layers.12': 'cpu', 'model.layers.13': 'cpu', 'model.layers.14': 'cpu', 'model.layers.15': 'cpu', 'model.layers.16': 'cpu', 'model.layers.17': 'cpu', 'model.layers.18': 'cpu', 'model.layers.19': 'cpu', 'model.layers.20': 'cpu', 'model.layers.21': 'cpu', 'model.layers.22': 'cpu', 'model.layers.23': 'cpu', 'model.layers.24': 'cpu', 'model.layers.25': 'cpu', 'model.layers.26': 'cpu', 'model.layers.27': 'cpu', 'model.layers.28': 'cpu', 'model.layers.29': 'cpu', 'model.layers.30': 'cpu', 'model.layers.31': 'cpu', 'model.layers.32': 'cpu', 'model.layers.33': 'cpu', 'model.layers.34': 'cpu', 'model.layers.35': 'cpu', 'model.layers.36': 'cpu', 'model.layers.37': 'cpu', 'model.layers.38': 'cpu', 'model.layers.39': 'cpu', 'model.layers.40': 'disk', 'model.layers.41': 'disk', 'model.layers.42': 'disk', 'model.layers.43': 'disk', 'model.layers.44': 'disk', 'model.layers.45': 'disk', 'model.layers.46': 'disk', 'model.layers.47': 'disk', 'model.norm': 'disk', 'model.rotary_emb': 'disk', 'lm_head': 'disk'}
2026-08-13 17:48:17,835 | INFO | log_code=qwen3_3_moe.py:234 function=install | Tracing layers: [0, 47]
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:518 function=run_generation | Prompt | 'Explain why the sky is blue in one sentence.'
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:519 function=run_generation | Prompt input_ids | [[840, 20772, 3170, 279, 12884, 374, 6303, 304, 825, 11652, 13]]
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:520 function=run_generation | Prompt tokens | ['Ex', 'plain', 'Ġwhy', 'Ġthe', 'Ġsky', 'Ġis', 'Ġblue', 'Ġin', 'Ġone', 'Ġsentence', '.']
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:529 function=run_generation | STEP 0 BEGIN | phase=prefill input_shape=(1, 11) attention_mask_shape=(1, 11) cache_before=0
2026-08-13 18:30:41,292 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:363 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:231 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].router_logits | shape=(11, 128) dtype=torch.bfloat16 device=cuda:0 min=-11.1875 max=-1.48438 mean=-6.01036 std=1.53953 sample=[-3.15625, -6.09375, -4.84375, -6.09375, -4.96875, -4.875]
2026-08-13 18:30:41,292 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:369 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].selected_experts_last_4 | [[55, 117, 34, 32, 27, 112, 78, 63], [26, 120, 36, 66, 47, 123, 107, 88], [127, 31, 15, 44, 82, 11, 86, 57], [73, 20, 105, 57, 109, 86, 77, 78]]
2026-08-13 18:30:41,292 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:376 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].routing_weights_last_4 | [[0.2305961400270462, 0.194181427359581, 0.17406310141086578, 0.12342921644449234, 0.0946364626288414, 0.06710730493068695, 0.06206411123275757, 0.05392223224043846], [0.19838251173496246, 0.14974696934223175, 0.1342323273420334, 0.12414459884166718, 0.11662305891513824, 0.0997529923915863, 0.09820646047592163, 0.07891111075878143], [0.210586279630661, 0.1917410045862198, 0.13178153336048126, 0.11629678308963776, 0.09641342610120773, 0.09491867572069168, 0.09199833869934082, 0.06626391410827637], [0.18056128919124603, 0.16440291702747345, 0.15934477746486664, 0.15687435865402222, 0.14283575117588043, 0.08799853920936584, 0.0586196668446064, 0.04936270788311958]]
2026-08-13 18:30:41,292 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:383 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:249 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].expert_load | [(9, 2), (11, 2), (15, 3), (17, 1), (19, 1), (20, 1), (23, 1), (26, 1), (27, 2), (31, 2), (32, 4), (34, 5), (35, 2), (36, 2), (39, 1), (42, 1), (44, 2), (47, 2), (52, 1), (54, 1), (55, 1), (57, 3), (63, 1), (66, 2), (73, 2), (77, 1), (78, 4), (79, 1), (80, 1), (82, 2), (85, 1), (86, 5), (88, 2), (90, 2), (95, 2), (105, 1), (107, 1), (109, 1), (111, 1), (112, 1), (114, 4), (117, 3), (119, 1), (120, 2), (121, 1), (123, 2), (127, 3)]
2026-08-13 18:30:41,406 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:263 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].mlp_output | shape=(1, 11, 2048) dtype=torch.bfloat16 device=cuda:0 min=-60.75 max=59.5 mean=0.00167834 std=2.32436 sample=[-0.0673828125, 0.66796875, 0.76171875, -1.484375, -0.62109375, 0.2412109375]
2026-08-13 18:30:41,406 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:363 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].output | shape=(1, 11, 2048) dtype=torch.bfloat16 device=cuda:0 min=-112.5 max=149 mean=-0.0491383 std=3.63799 sample=[-0.50390625, -0.48046875, 0.22265625, -0.81640625, -0.08203125, 0.8828125]
2026-08-13 18:30:41,407 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:498 function=Qwen3MoeModel.forward | variable=final_norm | shape=(1, 11, 2048) dtype=torch.bfloat16 device=cuda:0 min=-76 max=93.5 mean=-0.00129987 std=3.47225 sample=[-0.296875, -0.30859375, 0.1533203125, -0.5625, -0.05810546875, 0.59765625]
2026-08-13 18:30:53,660 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:665 function=Qwen3MoeForCausalLM.forward | variable=lm_head.logits | shape=(1, 1, 151936) dtype=torch.bfloat16 device=cuda:0 min=-6.34375 max=27 mean=5.13378 std=2.51764 sample=[12.9375, 8.875, 9.5625, 8.375, 7.28125, 9.9375]
2026-08-13 18:53:15,374 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:478 function=log_candidates | Next-token candidates | [{'id': 576, 'text': ' The', 'probability': 0.9633497595787048}, {'id': 220, 'text': ' ', 'probability': 0.005055195651948452}, {'id': 760, 'text': ' |', 'probability': 0.003066131379455328}, {'id': 7281, 'text': ' Also', 'probability': 0.002705851336941123}, {'id': 358, 'text': ' I', 'probability': 0.002107319189235568}]
2026-08-13 18:53:15,378 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:555 function=run_generation | STEP 0 END | generated_id=576 generated_text=' The' cache_after=11
2026-08-13 18:53:15,378 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:529 function=run_generation | STEP 1 BEGIN | phase=decode input_shape=(1, 1) attention_mask_shape=(1, 12) cache_before=11
2026-08-13 18:53:15,379 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:461 function=Qwen3MoeModel.forward | variable=embedding | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.126953 max=0.152344 mean=0.000211238 std=0.0118722 sample=[-0.005096435546875, 0.000728607177734375, 0.0028076171875, 0.00506591796875, 0.00162506103515625, 0.005767822265625]
2026-08-13 18:53:15,387 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:269 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:469 function=Qwen3MoeModel.forward | variable=rope.position_ids | shape=(1, 1) dtype=torch.int64 device=cuda:0 min=11 max=11 sample=[11]
2026-08-13 18:53:15,387 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:274 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:398 function=Qwen3MoeRotaryEmbedding.forward | variable=rope.cos | shape=(1, 1, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.992188 max=1 mean=0.773855 std=0.509613 sample=[0.004425048828125, -0.84765625, 0.65234375, 0.86328125, -0.07373046875, -0.828125]
2026-08-13 18:53:15,387 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:279 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:399 function=Qwen3MoeRotaryEmbedding.forward | variable=rope.sin | shape=(1, 1, 128) dtype=torch.bfloat16 device=cuda:0 min=-1 max=1 mean=0.1064 std=0.36101 sample=[-1.0, 0.53125, 0.7578125, -0.50390625, -0.99609375, -0.5625]
2026-08-13 18:53:15,389 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:342 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].input_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.149414 max=0.0629883 mean=-0.000284814 std=0.00822675 sample=[-0.000255584716796875, 5.1021575927734375e-05, -0.000274658203125, -0.00035858154296875, 0.000347137451171875, 0.000804901123046875]
2026-08-13 18:53:15,389 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[0].q_proj | shape=(1, 1, 4096) dtype=torch.bfloat16 device=cuda:0 min=-0.125977 max=0.126953 mean=-0.00010885 std=0.0231032 sample=[-0.0064697265625, 0.002349853515625, 0.0027618408203125, -0.00168609619140625, 0.0023956298828125, -0.0030670166015625]
2026-08-13 18:53:15,390 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[0].q_norm | shape=(1, 1, 32, 128) dtype=torch.bfloat16 device=cuda:0 min=-9.375 max=11.375 mean=-0.0181136 std=1.31792 sample=[-0.2060546875, 0.333984375, 0.2890625, -0.146484375, 0.2353515625, -0.30859375]
2026-08-13 18:53:15,390 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[0].k_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-0.0708008 max=0.0610352 mean=-0.000316308 std=0.0196797 sample=[0.0031280517578125, 0.003265380859375, -0.0001506805419921875, 0.0093994140625, 0.0027313232421875, 0.016357421875]
2026-08-13 18:53:15,390 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[0].k_norm | shape=(1, 1, 4, 128) dtype=torch.bfloat16 device=cuda:0 min=-27.125 max=42 mean=0.0590283 std=3.25633 sample=[0.48828125, 0.41015625, -0.01043701171875, 0.5078125, 0.16015625, 0.98046875]
2026-08-13 18:53:15,390 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:166 function=Qwen3MoeAttention.forward | variable=layer[0].v_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-0.0356445 max=0.0336914 mean=-0.000762135 std=0.00715511 sample=[-0.000545501708984375, 0.0003757476806640625, 0.000881195068359375, -0.000843048095703125, -0.0032501220703125, 0.000873565673828125]
2026-08-13 18:53:15,391 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:293 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:465 function=Qwen3MoeModel.forward | variable=layer[0].cache_position | shape=(1,) dtype=torch.int64 device=cuda:0 min=11 max=11 sample=[11]
2026-08-13 18:53:15,391 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:300 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:472 function=Qwen3MoeModel.forward | variable=layer[0].causal_mask | shape=(1, 1, 1, 12) dtype=torch.bfloat16 device=cuda:0 min=0 max=0 mean=0 std=0 sample=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026-08-13 18:53:15,391 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:310 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].kv_cache_after_attention | sequence_length=12
2026-08-13 18:53:15,391 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:319 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].k_cache_after_rope | shape=(1, 4, 12, 128) dtype=torch.bfloat16 device=cuda:0 min=-36.75 max=42 mean=0.0481232 std=3.24116 sample=[1.765625, 0.8671875, 0.4921875, 0.70703125, 0.455078125, -0.09716796875]
2026-08-13 18:53:15,392 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:325 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].v_cache | shape=(1, 4, 12, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.0517578 max=0.0478516 mean=-0.000128127 std=0.00815483 sample=[-0.004425048828125, 0.00408935546875, -0.001129150390625, 0.00070953369140625, -0.000766754150390625, -0.0008697509765625]
2026-08-13 18:53:15,392 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:333 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:193 function=Qwen3MoeAttention.forward | variable=layer[0].attention_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.910156 max=0.324219 mean=-0.000755497 std=0.024511 sample=[0.0052490234375, -0.010986328125, -0.00970458984375, 0.008056640625, 0.0034332275390625, 0.0028228759765625]
2026-08-13 18:53:15,392 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:340 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:114 function=eager_attention_forward | variable=layer[0].attention_weights | shape=(1, 32, 1, 12) dtype=torch.bfloat16 device=cuda:0 min=1.18162e-08 max=0.964844 mean=0.0833208 std=0.126197 sample=[0.0130615234375, 0.00018405914306640625, 0.000652313232421875, 0.271484375, 0.000762939453125, 0.000377655029296875]
2026-08-13 18:53:15,392 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:255 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:358 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].post_attention_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-1.47656 max=1.42188 mean=-0.00195527 std=0.125338 sample=[0.0009613037109375, -0.0654296875, -0.0478515625, 0.103515625, 0.04150390625, 0.051025390625]
2026-08-13 18:53:15,393 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:363 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:231 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].router_logits | shape=(1, 128) dtype=torch.bfloat16 device=cuda:0 min=-7.09375 max=-2.14062 mean=-4.78296 std=0.778404 sample=[-4.46875, -4.53125, -3.78125, -4.96875, -4.6875, -4.34375]
2026-08-13 18:53:15,393 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:369 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].selected_experts_last_1 | [[50, 106, 21, 57, 110, 103, 34, 2]]
2026-08-13 18:53:15,393 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:376 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].routing_weights_last_1 | [[0.2870851457118988, 0.19123995304107666, 0.1377449631690979, 0.11599288880825043, 0.07848471403121948, 0.07726792246103287, 0.0565304197371006, 0.05565399304032326]]
2026-08-13 18:53:15,393 | INFO | log_code=/home/qwe/workspace/llama.cpp/qwen3_3_moe.py:383 function=hook | model_code=/home/qwe/workspace/llama.cpp/.venv/lib/python3.12/site-packages/transformers/models/qwen3_moe/modeling_qwen3_moe.py:249 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[0].expert_load | [(2, 1), (21, 1), (34, 1), (50, 1), (57, 1), (103, 1), (106, 1), (110, 1)]
,169 | INFO | log_code=qwen3_3_moe.py:555 function=run_generation | STEP 1 END | generated_id=12884 generated_text=' sky' cache_after=12
2026-08-13 17:48:26,169 | INFO | log_code=qwen3_3_moe.py:529 function=run_generation | STEP 2 BEGIN | phase=decode input_shape=(1, 1) attention_mask_shape=(1, 13) cache_before=12
2026-08-13 17:48:26,170 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:461 function=Qwen3MoeModel.forward | variable=embedding | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.0756836 max=0.0786133 mean=-0.000444608 std=0.0210159 sample=[-0.058349609375, 0.0283203125, 0.02978515625, 0.0257568359375, 0.0274658203125, -0.01177978515625]
2026-08-13 17:48:26,174 | INFO | log_code=qwen3_3_moe.py:269 function=hook | model_code=modeling_qwen3_moe.py:469 function=Qwen3MoeModel.forward | variable=rope.position_ids | shape=(1, 1) dtype=torch.int64 device=cuda:0 min=12 max=12 sample=[12]
2026-08-13 17:48:26,174 | INFO | log_code=qwen3_3_moe.py:274 function=hook | model_code=modeling_qwen3_moe.py:398 function=Qwen3MoeRotaryEmbedding.forward | variable=rope.cos | shape=(1, 1, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.988281 max=1 mean=0.77586 std=0.514374 sample=[0.84375, -0.96875, 0.061279296875, 1.0, 0.341796875, -0.59375]
2026-08-13 17:48:26,174 | INFO | log_code=qwen3_3_moe.py:279 function=hook | model_code=modeling_qwen3_moe.py:399 function=Qwen3MoeRotaryEmbedding.forward | variable=rope.sin | shape=(1, 1, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.941406 max=1 mean=0.107919 std=0.349331 sample=[-0.53515625, -0.2431640625, 1.0, -0.00360107421875, -0.94140625, -0.8046875]
2026-08-13 17:48:26,176 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:342 function=Qwen3MoeDecoderLayer.forward | variable=layer[0].input_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.139648 max=0.147461 mean=-5.82246e-05 std=0.00835957 sample=[-0.00165557861328125, 0.00112152099609375, -0.00164794921875, -0.00103759765625, 0.0033111572265625, -0.0009307861328125]
2026-08-13 17:48:26,183 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[0].q_proj | shape=(1, 1, 4096) dtype=torch.bfloat16 device=cuda:0 min=-0.114746 max=0.128906 mean=-2.95365e-05 std=0.0234924 sample=[0.00091552734375, 0.00885009765625, 0.007049560546875, -0.01043701171875, 0.00927734375, -0.0035400390625]
2026-08-13 17:48:26,184 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:164 function=Qwen3MoeAttention.forward | variable=layer[0].q_norm | shape=(1, 1, 32, 128) dtype=torch.bfloat16 device=cuda:0 min=-8.1875 max=11.1875 mean=0.00358999 std=1.37477 sample=[0.038818359375, 1.6875, 0.9921875, -1.2109375, 1.21875, -0.474609375]
2026-08-13 17:48:26,186 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[0].k_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-0.0678711 max=0.0683594 mean=1.4592e-05 std=0.0197596 sample=[0.0120849609375, 0.01104736328125, 0.005889892578125, 0.009765625, 0.004638671875, -0.00445556640625]
2026-08-13 17:48:26,186 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:165 function=Qwen3MoeAttention.forward | variable=layer[0].k_norm | shape=(1, 1, 4, 128) dtype=torch.bfloat16 device=cuda:0 min=-24.875 max=32.25 mean=0.024003 std=2.82497 sample=[2.078125, 1.5234375, 0.443359375, 0.57421875, 0.298828125, -0.29296875]
2026-08-13 17:48:26,187 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:166 function=Qwen3MoeAttention.forward | variable=layer[0].v_proj | shape=(1, 1, 512) dtype=torch.bfloat16 device=cuda:0 min=-0.0371094 max=0.0305176 mean=0.000505818 std=0.00858209 sample=[0.00482177734375, 0.003448486328125, -0.00110626220703125, 0.0034637451171875, -0.00128173828125, -0.00154876708984375]
2026-08-13 17:48:26,194 | INFO | log_code=qwen3_3_moe.py:293 function=hook | model_code=modeling_qwen3_moe.py:465 function=Qwen3MoeModel.forward | variable=layer[0].cache_position | shape=(1,) dtype=torch.int64 device=cuda:0 min=12 max=12 sample=[12]
2026-08-13 17:48:26,194 | INFO | log_code=qwen3_3_moe.py:300 function=hook | model_code=modeling_qwen3_moe.py:472 function=Qwen3MoeModel.forward | variable=layer[0].causal_mask | shape=(1, 1, 1, 13) dtype=torch.bfloat16 device=cuda:0 min=0 max=0 mean=0 std=0 sample=[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2026-08-13 17:48:26,194 | INFO | log_code=qwen3_3_moe.py:310 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].kv_cache_after_attention | sequence_length=13
2026-08-13 17:48:26,194 | INFO | log_code=qwen3_3_moe.py:319 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].k_cache_after_rope | shape=(1, 4, 13, 128) dtype=torch.bfloat16 device=cuda:0 min=-36.75 max=42 mean=0.049401 std=3.21102 sample=[1.765625, 0.8671875, 0.4921875, 0.70703125, 0.455078125, -0.09716796875]
2026-08-13 17:48:26,194 | INFO | log_code=qwen3_3_moe.py:325 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[0].v_cache | shape=(1, 4, 13, 128) dtype=torch.bfloat16 device=cuda:0 min=-0.0517578 max=0.0478516 mean=-7.93617e-05 std=0.00819023 sample=[-0.004425048828125, 0.00408935546875, -0.001129150390625, 0.00070953369140625, -0.000766754150390625, -0.0008697509765625]
2026-08-13 17:48:26,194 | INFO | log_code=qwen3_3_moe.py:333 function=hook | model_code=modeling_qwen3_moe.py:193 function=Qwen3MoeAttention.forward | variable=layer[0].attention_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-0.761719 max=0.316406 mean=-0.000542977 std=0.0220747 sample=[0.00567626953125, 0.027587890625, 0.0014495849609375, 0.01104736328125, 0.00811767578125, -0.0013580322265625]
2026-08-13 17:48:26,195 | INFO | log_code=qwen3_3_moe.py:340 function=hook | model_code=modeling_qwen3_moe.py:114 function=eager_attention_forward | variable=layer[0].attention_weights | shape=(1, 32, 1, 13) dtype=torch.bfloat16 device=cuda:0 min=1.74623e-08 max=0.921875 mean=0.0769243 std=0.125879 sample=[0.0576171875, 1.8253922462463379e-06, 3.743171691894531e-05, 0.310546875, 0.00015163421630859375, 7.200241088867188e-05]
